20401,X25LINK
20700,TGAL
20801,PG
20802,DMX
20803,NWI
20806,备份存储
20807,IDS
20808,IPSAN
20809,SIU
20812,MSS
20813,CGPOMU
20814,OSN
20815,VoLTEAP
20816,SG
30004,UPS设备
30005,低压配电
30006,发电机组
30007,机房环境
30008,铅酸电池
30009,基站固定油机
30010,基站环境
30011,基站开关电源
30012,基站智能电表 
30013,动环监控
30014,开关电源
30015,普通空调
30016,专用空调
30017,组合开关电源
30018,中央空调主机
30019,中央空调(风冷)
30020,高压配电
30021,智能门禁
30022,低压交流配电
30023,低压直流配电
30024,UPS配电
30025,UPS电池
30026,极早期烟感
30027,基站UPS
30028,智能通风换热
30029,智能通风/换热系统
30033,变换设备
30040,IDU自诊断设备
30041,采集单元通信状态自诊断设备
30042,分体空调
30043,整流器
30044,重要信号设备
30045,机房智能电表
30047,专用空调(风冷)
30050,拨测系统
30052,增值业务拨测
30053,移动互联网拨测
30123,人脸识别设备
30124,简易门禁
30200,节点UPS设备
30201,锂电池
30204,节点固定油机
30205,高压直流电源
30206,节点智能门禁
30207,机房智能门禁
30208,节点智能电表
30209,节点环境
30210,节点基础电池
30211,专用空调(通冷冻水型)
30212,太阳能/风能设备
30213,基站基础电池
30214,节点开关电源
30218,变压器
30223,机房专用空调
30241,中央空调末端
30242,电池恒温箱
30243,风光设备
30244,高压直流电源配电
30245,智能电表
30249,一体化能源柜
30250,户外小型一体化直流电源
30251,交流母线配电
31000,动环普通基站
31001,动环交换局
31002,动环干线
31003,动环VIP站
31004,动环节点站
31005,UPS基站
31006,UPS交换局
31007,一体化接入机房
31419,边缘节点服务器
31420,全局业务管理系统
31421,日志服务器
31422,报表系统
31423,本地业务管理系统
31424,调度服务器
31425,重定向设备
40001,租用专线业务
40002,TDM语音业务
40003,IP语音业务
40004,互联网专线业务
40005,GPRS专线业务
40006,集团短信业务
40022,摄像头
40061,service_ims
40062,IPTV
40090,Radius
40091,BRAS
40092,数据网拨测
40093,机顶盒
40100,高清会议平台
40101,云视讯终端
41011,NBIoT
52403,VBRAS平台
53099,故障工单管控
60000,CQT_INF
60026,路由器2
60039,光猫
60040,光纤收发器
60043,多业务光猫
60044,单业务光猫
60045,小型化PTN接入设备
60046,数据专线
60047,互联网专线
60048,语音专线
60049,MPLS_VPN专线
60050,APN专线
60051,短彩信
61000,网络业务监测
70001,UAP(MRS)
70002,VXML
70004,文件服务器
70005,DB
70006,UP
70007,ATAE
70008,话务台
70009,WFAppServic
70010,WFDeviceService
70011,WFFileServer
70012,WFMailGW
70013,WFSMSDeviceserver
70014,WFFaxBuilderSrv
70015,WFWebSvr
70016,NotifyServer
70117,CTI
70120,PORTAL
76101,性能_PCSCF
76102,性能_S-CSCF
76112,性能_SBC
76117,性能_MMTAS
79200,性能_RNC
79300,性能_UtranCell
80101,事件_MSC
80102,事件_HLR
80121,事件_SGSN
80122,事件_GGSN
80124,事件_CG
80130,事件_MSS
80131,事件_MGW
80200,事件_BSC
80201,事件_BTS
80300,事件_CELL
80706,事件_PORT
80900,事件_ROUTER
80901,事件_防火墙
81002,事件_AP
81212,事件_数据网.基础承载网.城域网
81213,事件_互联网专线
81221,事件_数据网.基础承载网.CMNET省网
81222,事件_数据网.基础承载网.CMNET城域网
82001,事件_SDH
82008,事件_WDM
82009,事件_PTN
82010,事件_PON
82011,事件_OLT
82012,事件_ONU
82034,事件_OTN
82221,事件_数据网.基础承载网.IP承载网
83001,事件_T-EMS
83101,事件_数据网.业务承载网.GPRS
83171,事件_数据网.业务承载网.ismg
83175,事件_手机动漫基地
83176,事件_数据网.业务承载网.省级IDC业务IT资源池
83233,事件_新业务类CE系统
83268,事件_话务网.智能网网络设备系统
84000,事件_动环
84050,事件_互联网.互联网电视系统
85001,事件_告警异常监控
87002,SSAP
87003,SDWAN
88101,事件_MME
88103,事件_pgw
89198,事件_环境
89200,事件_RNC
89201,事件_NodeB
90005,事件_机房
91511,资源池平台
91512,资源池
91513,群集
91514,虚拟存储
91515,虚拟磁盘
91516,虚拟网卡
91517,vlan
91518,宿主机网卡
91519,虚拟交换机
91520,服务
91521,宿主机
91522,虚拟端口组
91523,检查项
91524,业务系统
94028,事件_动力环境-其他
94300,事件_传送网
94301,事件_传送网-WDM
94304,事件_传送网-PON
94305,事件_传送网-SDH
94306,事件_传送网-PTN
94309,事件_OLP
95000,事件_无线网
96000,事件_核心网
97000,事件_数据网
98000,事件_动力环境
99000,事件_网管
100051,空间资源点
102484,服务器
